date,d,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,temperature,fuel_price,cpi,unemployment
2025-02-06,d_768,2025_06,Thursday,4,2,2025,,,,,1,1,1,53.1,3.32,309.59,4.66
2025-02-07,d_769,2025_06,Friday,5,2,2025,,,,,1,1,1,49.7,3.27,308.32,4.69
2025-02-08,d_770,2025_06,Saturday,6,2,2025,,,,,0,0,0,64.7,3.27,308.83,4.68
2025-02-09,d_771,2025_06,Sunday,7,2,2025,,,,,0,0,0,65.2,3.24,308.98,4.67
2025-02-10,d_772,2025_07,Monday,1,2,2025,,,,,0,0,0,63.6,3.32,308.58,4.64
2025-02-11,d_773,2025_07,Tuesday,2,2,2025,,,,,0,0,0,58.3,3.24,308.91,4.66
2025-02-12,d_774,2025_07,Wednesday,3,2,2025,,,,,0,0,0,64.1,3.3,308.27,4.7
2025-02-13,d_775,2025_07,Thursday,4,2,2025,,,,,0,0,0,57.6,3.35,309.5,4.62
2025-02-14,d_776,2025_07,Friday,5,2,2025,Valentines,National,,,0,0,0,58.8,3.24,308.68,4.62
2025-02-15,d_777,2025_07,Saturday,6,2,2025,,,,,0,0,0,52.6,3.25,309.78,4.66
2025-02-16,d_778,2025_07,Sunday,7,2,2025,,,,,0,0,0,60.3,3.21,308.97,4.67
2025-02-17,d_779,2025_08,Monday,1,2,2025,,,,,0,0,0,58.9,3.22,309.42,4.61
2025-02-18,d_780,2025_08,Tuesday,2,2,2025,,,,,0,0,0,52.3,3.17,309.0,4.65
2025-02-19,d_781,2025_08,Wednesday,3,2,2025,,,,,0,0,0,58.9,3.38,309.03,4.65
2025-02-20,d_782,2025_08,Thursday,4,2,2025,,,,,0,0,0,59.0,3.47,308.82,4.54
2025-02-21,d_783,2025_08,Friday,5,2,2025,,,,,0,0,0,68.6,3.44,309.12,4.64
2025-02-22,d_784,2025_08,Saturday,6,2,2025,,,,,0,0,0,64.4,3.2,309.22,4.64
2025-02-23,d_785,2025_08,Sunday,7,2,2025,,,,,0,0,0,60.3,3.4,308.8,4.64
2025-02-24,d_786,2025_09,Monday,1,2,2025,,,,,0,0,0,61.7,3.46,309.08,4.72
2025-02-25,d_787,2025_09,Tuesday,2,2,2025,,,,,0,0,0,61.0,3.31,308.9,4.59
2025-02-26,d_788,2025_09,Wednesday,3,2,2025,,,,,0,0,0,60.0,3.36,310.09,4.61
2025-02-27,d_789,2025_09,Thursday,4,2,2025,,,,,0,0,0,55.9,3.2,309.15,4.52
2025-02-28,d_790,2025_09,Friday,5,2,2025,,,,,0,0,0,60.9,3.39,309.82,4.62
2025-03-01,d_791,2025_09,Saturday,6,3,2025,,,,,1,1,1,58.2,3.29,309.14,4.63
2025-03-02,d_792,2025_09,Sunday,7,3,2025,,,,,1,1,1,56.0,3.39,309.34,4.62
2025-03-03,d_793,2025_10,Monday,1,3,2025,,,,,1,1,1,65.1,3.26,308.73,4.7
2025-03-04,d_794,2025_10,Tuesday,2,3,2025,,,,,1,1,1,64.8,3.43,309.1,4.69
2025-03-05,d_795,2025_10,Wednesday,3,3,2025,,,,,1,1,1,54.2,3.48,309.38,4.65
2025-03-06,d_796,2025_10,Thursday,4,3,2025,,,,,1,1,1,62.8,3.34,309.94,4.62
2025-03-07,d_797,2025_10,Friday,5,3,2025,,,,,1,1,1,68.7,3.31,309.42,4.69
2025-03-08,d_798,2025_10,Saturday,6,3,2025,,,,,0,0,0,69.3,3.24,309.9,4.64
2025-03-09,d_799,2025_10,Sunday,7,3,2025,,,,,0,0,0,69.4,3.39,309.62,4.6
2025-03-10,d_800,2025_11,Monday,1,3,2025,,,,,0,0,0,64.8,3.37,310.03,4.55
2025-03-11,d_801,2025_11,Tuesday,2,3,2025,,,,,0,0,0,60.7,3.3,309.38,4.62
2025-03-12,d_802,2025_11,Wednesday,3,3,2025,,,,,0,0,0,59.8,3.46,310.37,4.67
2025-03-13,d_803,2025_11,Thursday,4,3,2025,,,,,0,0,0,67.3,3.4,309.24,4.75
2025-03-14,d_804,2025_11,Friday,5,3,2025,,,,,0,0,0,67.7,3.35,309.15,4.64
2025-03-15,d_805,2025_11,Saturday,6,3,2025,,,,,0,0,0,72.6,3.4,308.99,4.59
2025-03-16,d_806,2025_11,Sunday,7,3,2025,,,,,0,0,0,72.0,3.53,310.42,4.57
2025-03-17,d_807,2025_12,Monday,1,3,2025,,,,,0,0,0,66.1,3.5,309.84,4.66
2025-03-18,d_808,2025_12,Tuesday,2,3,2025,,,,,0,0,0,60.9,3.44,309.39,4.54
2025-03-19,d_809,2025_12,Wednesday,3,3,2025,,,,,0,0,0,65.8,3.51,310.04,4.65
2025-03-20,d_810,2025_12,Thursday,4,3,2025,,,,,0,0,0,68.8,3.37,309.84,4.66
2025-03-21,d_811,2025_12,Friday,5,3,2025,,,,,0,0,0,67.0,3.47,310.37,4.64
2025-03-22,d_812,2025_12,Saturday,6,3,2025,,,,,0,0,0,65.4,3.48,308.98,4.61
2025-03-23,d_813,2025_12,Sunday,7,3,2025,,,,,0,0,0,69.9,3.44,309.51,4.64
2025-03-24,d_814,2025_13,Monday,1,3,2025,,,,,0,0,0,66.4,3.51,309.45,4.62
2025-03-25,d_815,2025_13,Tuesday,2,3,2025,,,,,0,0,0,66.1,3.42,308.86,4.57
2025-03-26,d_816,2025_13,Wednesday,3,3,2025,,,,,0,0,0,71.1,3.52,310.09,4.7
2025-03-27,d_817,2025_13,Thursday,4,3,2025,,,,,0,0,0,67.8,3.53,309.58,4.59
2025-03-28,d_818,2025_13,Friday,5,3,2025,,,,,0,0,0,71.4,3.26,310.0,4.64
2025-03-29,d_819,2025_13,Saturday,6,3,2025,,,,,0,0,0,71.8,3.59,310.67,4.48
2025-03-30,d_820,2025_13,Sunday,7,3,2025,,,,,0,0,0,65.1,3.25,309.6,4.66
2025-03-31,d_821,2025_14,Monday,1,3,2025,,,,,0,0,0,68.7,3.45,309.59,4.67
2025-04-01,d_822,2025_14,Tuesday,2,4,2025,,,,,1,1,0,78.6,3.59,309.83,4.6
2025-04-02,d_823,2025_14,Wednesday,3,4,2025,,,,,1,1,0,65.9,3.48,310.19,4.62
2025-04-03,d_824,2025_14,Thursday,4,4,2025,,,,,1,1,0,61.4,3.39,309.59,4.62
2025-04-04,d_825,2025_14,Friday,5,4,2025,,,,,1,1,0,63.0,3.42,309.58,4.55
2025-04-05,d_826,2025_14,Saturday,6,4,2025,,,,,1,1,0,72.7,3.6,310.27,4.61
2025-04-06,d_827,2025_14,Sunday,7,4,2025,,,,,1,1,0,73.0,3.36,310.02,4.54
2025-04-07,d_828,2025_15,Monday,1,4,2025,,,,,1,1,0,72.6,3.61,309.07,4.55
2025-04-08,d_829,2025_15,Tuesday,2,4,2025,,,,,0,0,0,79.6,3.52,309.41,4.63
2025-04-09,d_830,2025_15,Wednesday,3,4,2025,,,,,0,0,0,60.4,3.43,310.52,4.62
2025-04-10,d_831,2025_15,Thursday,4,4,2025,,,,,0,0,0,76.1,3.48,310.1,4.53
2025-04-11,d_832,2025_15,Friday,5,4,2025,,,,,0,0,0,82.2,3.45,309.65,4.53
2025-04-12,d_833,2025_15,Saturday,6,4,2025,,,,,0,0,0,69.0,3.6,309.91,4.53
2025-04-13,d_834,2025_15,Sunday,7,4,2025,,,,,0,0,0,73.0,3.59,310.0,4.59
2025-04-14,d_835,2025_16,Monday,1,4,2025,,,,,0,0,0,71.5,3.4,310.31,4.5
2025-04-15,d_836,2025_16,Tuesday,2,4,2025,,,,,0,0,0,71.0,3.5,309.49,4.57
2025-04-16,d_837,2025_16,Wednesday,3,4,2025,,,,,0,0,0,74.2,3.47,309.71,4.58
2025-04-17,d_838,2025_16,Thursday,4,4,2025,,,,,0,0,0,83.2,3.64,310.18,4.54
2025-04-18,d_839,2025_16,Friday,5,4,2025,,,,,0,0,0,85.5,3.43,310.04,4.59
2025-04-19,d_840,2025_16,Saturday,6,4,2025,,,,,0,0,0,74.9,3.67,310.33,4.52
2025-04-20,d_841,2025_16,Sunday,7,4,2025,,,,,0,0,0,86.4,3.54,309.63,4.52
2025-04-21,d_842,2025_17,Monday,1,4,2025,,,,,0,0,0,77.3,3.45,310.28,4.48
2025-04-22,d_843,2025_17,Tuesday,2,4,2025,,,,,0,0,0,86.2,3.49,310.59,4.58
2025-04-23,d_844,2025_17,Wednesday,3,4,2025,,,,,0,0,0,77.2,3.48,310.37,4.48
2025-04-24,d_845,2025_17,Thursday,4,4,2025,,,,,0,0,0,78.6,3.45,310.25,4.54
2025-04-25,d_846,2025_17,Friday,5,4,2025,,,,,0,0,0,80.0,3.56,310.17,4.51
2025-04-26,d_847,2025_17,Saturday,6,4,2025,,,,,0,0,0,94.3,3.45,309.89,4.46
2025-04-27,d_848,2025_17,Sunday,7,4,2025,,,,,0,0,0,83.0,3.37,310.22,4.48
2025-04-28,d_849,2025_18,Monday,1,4,2025,,,,,0,0,0,75.4,3.52,310.77,4.57
2025-04-29,d_850,2025_18,Tuesday,2,4,2025,,,,,0,0,0,84.0,3.41,310.23,4.51
2025-04-30,d_851,2025_18,Wednesday,3,4,2025,,,,,0,0,0,77.6,3.49,309.94,4.44
2025-05-01,d_852,2025_18,Thursday,4,5,2025,,,,,1,1,1,77.2,3.48,310.12,4.51
2025-05-02,d_853,2025_18,Friday,5,5,2025,,,,,1,1,1,84.4,3.48,310.42,4.48
2025-05-03,d_854,2025_18,Saturday,6,5,2025,,,,,1,1,1,80.3,3.71,310.2,4.66
2025-05-04,d_855,2025_18,Sunday,7,5,2025,,,,,1,1,1,81.8,3.55,310.57,4.49
2025-05-05,d_856,2025_19,Monday,1,5,2025,,,,,1,1,1,80.7,3.57,310.6,4.46
2025-05-06,d_857,2025_19,Tuesday,2,5,2025,,,,,1,1,1,82.5,3.41,310.76,4.54
2025-05-07,d_858,2025_19,Wednesday,3,5,2025,,,,,1,1,1,83.1,3.5,311.0,4.37
2025-05-08,d_859,2025_19,Thursday,4,5,2025,,,,,0,0,0,71.5,3.56,310.84,4.47
2025-05-09,d_860,2025_19,Friday,5,5,2025,,,,,0,0,0,84.8,3.46,310.09,4.56
2025-05-10,d_861,2025_19,Saturday,6,5,2025,,,,,0,0,0,76.7,3.62,310.12,4.45
2025-05-11,d_862,2025_19,Sunday,7,5,2025,,,,,0,0,0,74.6,3.45,310.47,4.36
2025-05-12,d_863,2025_20,Monday,1,5,2025,,,,,0,0,0,81.7,3.52,310.34,4.43
2025-05-13,d_864,2025_20,Tuesday,2,5,2025,,,,,0,0,0,82.7,3.5,310.08,4.51
2025-05-14,d_865,2025_20,Wednesday,3,5,2025,,,,,0,0,0,79.0,3.55,310.38,4.46
2025-05-15,d_866,2025_20,Thursday,4,5,2025,,,,,0,0,0,86.8,3.49,310.38,4.39
2025-05-16,d_867,2025_20,Friday,5,5,2025,,,,,0,0,0,76.1,3.52,310.32,4.39
2025-05-17,d_868,2025_20,Saturday,6,5,2025,,,,,0,0,0,80.9,3.52,310.48,4.4
2025-05-18,d_869,2025_20,Sunday,7,5,2025,,,,,0,0,0,80.2,3.48,311.1,4.44
2025-05-19,d_870,2025_21,Monday,1,5,2025,,,,,0,0,0,83.1,3.57,310.72,4.48
2025-05-20,d_871,2025_21,Tuesday,2,5,2025,,,,,0,0,0,84.8,3.55,311.65,4.46
2025-05-21,d_872,2025_21,Wednesday,3,5,2025,,,,,0,0,0,78.6,3.52,310.75,4.43
2025-05-22,d_873,2025_21,Thursday,4,5,2025,,,,,0,0,0,87.4,3.49,310.58,4.34
2025-05-23,d_874,2025_21,Friday,5,5,2025,,,,,0,0,0,84.2,3.59,310.72,4.33
2025-05-24,d_875,2025_21,Saturday,6,5,2025,,,,,0,0,0,74.6,3.5,310.83,4.42
2025-05-25,d_876,2025_21,Sunday,7,5,2025,,,,,0,0,0,74.4,3.5,310.92,4.32
2025-05-26,d_877,2025_22,Monday,1,5,2025,,,,,0,0,0,84.3,3.53,311.6,4.37
2025-05-27,d_878,2025_22,Tuesday,2,5,2025,,,,,0,0,0,83.3,3.65,310.45,4.4
2025-05-28,d_879,2025_22,Wednesday,3,5,2025,,,,,0,0,0,84.1,3.41,311.15,4.32
2025-05-29,d_880,2025_22,Thursday,4,5,2025,,,,,0,0,0,84.6,3.57,310.91,4.32
2025-05-30,d_881,2025_22,Friday,5,5,2025,,,,,0,0,0,85.9,3.36,310.21,4.36
2025-05-31,d_882,2025_22,Saturday,6,5,2025,,,,,0,0,0,89.7,3.52,311.17,4.39
2025-06-01,d_883,2025_22,Sunday,7,6,2025,,,,,1,1,0,79.5,3.63,311.38,4.41
2025-06-02,d_884,2025_23,Monday,1,6,2025,,,,,1,1,0,79.3,3.54,310.55,4.39
2025-06-03,d_885,2025_23,Tuesday,2,6,2025,,,,,1,1,0,79.7,3.51,310.91,4.36
2025-06-04,d_886,2025_23,Wednesday,3,6,2025,,,,,1,1,0,86.7,3.45,310.24,4.31
2025-06-05,d_887,2025_23,Thursday,4,6,2025,,,,,1,1,0,91.6,3.49,310.44,4.29
2025-06-06,d_888,2025_23,Friday,5,6,2025,,,,,1,1,0,83.3,3.47,311.39,4.31
2025-06-07,d_889,2025_23,Saturday,6,6,2025,,,,,1,1,0,73.0,3.42,310.8,4.36
2025-06-08,d_890,2025_23,Sunday,7,6,2025,,,,,0,0,0,77.1,3.46,310.56,4.35
2025-06-09,d_891,2025_24,Monday,1,6,2025,,,,,0,0,0,81.5,3.49,311.11,4.22
2025-06-10,d_892,2025_24,Tuesday,2,6,2025,,,,,0,0,0,82.9,3.41,310.83,4.28
2025-06-11,d_893,2025_24,Wednesday,3,6,2025,,,,,0,0,0,83.7,3.4,310.87,4.38
2025-06-12,d_894,2025_24,Thursday,4,6,2025,,,,,0,0,0,86.0,3.35,311.37,4.32
2025-06-13,d_895,2025_24,Friday,5,6,2025,,,,,0,0,0,84.3,3.49,310.63,4.24
2025-06-14,d_896,2025_24,Saturday,6,6,2025,,,,,0,0,0,91.1,3.5,310.75,4.42
2025-06-15,d_897,2025_24,Sunday,7,6,2025,,,,,0,0,0,82.5,3.47,311.19,4.3
2025-06-16,d_898,2025_25,Monday,1,6,2025,,,,,0,0,0,81.6,3.52,311.53,4.32
2025-06-17,d_899,2025_25,Tuesday,2,6,2025,,,,,0,0,0,88.4,3.45,311.66,4.31
2025-06-18,d_900,2025_25,Wednesday,3,6,2025,,,,,0,0,0,78.3,3.47,310.92,4.27
2025-06-19,d_901,2025_25,Thursday,4,6,2025,,,,,0,0,0,87.9,3.46,311.57,4.25
2025-06-20,d_902,2025_25,Friday,5,6,2025,,,,,0,0,0,86.5,3.42,310.9,4.39
2025-06-21,d_903,2025_25,Saturday,6,6,2025,,,,,0,0,0,85.3,3.38,311.97,4.33
2025-06-22,d_904,2025_25,Sunday,7,6,2025,,,,,0,0,0,93.9,3.6,310.8,4.32
2025-06-23,d_905,2025_26,Monday,1,6,2025,,,,,0,0,0,82.9,3.38,311.8,4.3
2025-06-24,d_906,2025_26,Tuesday,2,6,2025,,,,,0,0,0,96.3,3.36,311.03,4.22
2025-06-25,d_907,2025_26,Wednesday,3,6,2025,,,,,0,0,0,84.8,3.44,312.11,4.33
2025-06-26,d_908,2025_26,Thursday,4,6,2025,,,,,0,0,0,79.5,3.42,311.56,4.22
2025-06-27,d_909,2025_26,Friday,5,6,2025,,,,,0,0,0,86.2,3.28,310.94,4.27
2025-06-28,d_910,2025_26,Saturday,6,6,2025,,,,,0,0,0,80.5,3.48,311.15,4.17
2025-06-29,d_911,2025_26,Sunday,7,6,2025,,,,,0,0,0,82.0,3.38,311.69,4.15
2025-06-30,d_912,2025_27,Monday,1,6,2025,,,,,0,0,0,87.7,3.29,311.82,4.26
2025-07-01,d_913,2025_27,Tuesday,2,7,2025,,,,,0,1,0,88.5,3.47,311.39,4.2
2025-07-02,d_914,2025_27,Wednesday,3,7,2025,,,,,0,1,0,82.5,3.42,311.45,4.14
2025-07-03,d_915,2025_27,Thursday,4,7,2025,,,,,0,1,0,90.5,3.26,311.76,4.26
2025-07-04,d_916,2025_27,Friday,5,7,2025,IndependenceDay,National,,,0,1,0,91.3,3.5,311.52,4.34
2025-07-05,d_917,2025_27,Saturday,6,7,2025,,,,,0,1,0,92.6,3.41,310.97,4.3
2025-07-06,d_918,2025_27,Sunday,7,7,2025,,,,,0,1,0,88.0,3.35,311.18,4.21
2025-07-07,d_919,2025_28,Monday,1,7,2025,,,,,0,1,0,92.1,3.47,311.62,4.22
2025-07-08,d_920,2025_28,Tuesday,2,7,2025,,,,,0,0,0,75.8,3.35,312.03,4.27
2025-07-09,d_921,2025_28,Wednesday,3,7,2025,,,,,0,0,0,83.5,3.33,312.21,4.27
2025-07-10,d_922,2025_28,Thursday,4,7,2025,,,,,0,0,0,80.6,3.27,311.89,4.2
2025-07-11,d_923,2025_28,Friday,5,7,2025,,,,,0,0,0,85.5,3.37,311.71,4.21
2025-07-12,d_924,2025_28,Saturday,6,7,2025,,,,,0,0,0,81.9,3.35,311.91,4.22
2025-07-13,d_925,2025_28,Sunday,7,7,2025,,,,,0,0,0,83.8,3.31,311.37,4.23
2025-07-14,d_926,2025_29,Monday,1,7,2025,,,,,0,0,0,93.9,3.24,311.59,4.2
2025-07-15,d_927,2025_29,Tuesday,2,7,2025,,,,,0,0,0,83.6,3.31,311.34,4.2
2025-07-16,d_928,2025_29,Wednesday,3,7,2025,,,,,0,0,0,86.3,3.29,311.19,4.27
2025-07-17,d_929,2025_29,Thursday,4,7,2025,,,,,0,0,0,83.0,3.18,311.84,4.26
2025-07-18,d_930,2025_29,Friday,5,7,2025,,,,,0,0,0,84.4,3.16,311.8,4.22
2025-07-19,d_931,2025_29,Saturday,6,7,2025,,,,,0,0,0,83.9,3.32,312.02,4.28
2025-07-20,d_932,2025_29,Sunday,7,7,2025,,,,,0,0,0,85.9,3.06,311.98,4.17
2025-07-21,d_933,2025_30,Monday,1,7,2025,,,,,0,0,0,89.4,3.28,311.87,4.27
2025-07-22,d_934,2025_30,Tuesday,2,7,2025,,,,,0,0,0,91.6,3.22,312.02,4.21
2025-07-23,d_935,2025_30,Wednesday,3,7,2025,,,,,0,0,0,84.8,3.36,311.79,4.35
2025-07-24,d_936,2025_30,Thursday,4,7,2025,,,,,0,0,0,86.0,3.21,312.0,4.12
2025-07-25,d_937,2025_30,Friday,5,7,2025,,,,,0,0,0,77.1,3.29,311.56,4.14
2025-07-26,d_938,2025_30,Saturday,6,7,2025,,,,,0,0,0,82.3,3.2,312.01,4.2
2025-07-27,d_939,2025_30,Sunday,7,7,2025,,,,,0,0,0,87.2,3.24,312.15,4.19
2025-07-28,d_940,2025_31,Monday,1,7,2025,,,,,0,0,0,86.7,3.28,311.63,4.27
2025-07-29,d_941,2025_31,Tuesday,2,7,2025,,,,,0,0,0,83.2,3.18,311.94,4.14
2025-07-30,d_942,2025_31,Wednesday,3,7,2025,,,,,0,0,0,86.4,3.29,311.69,4.21
2025-07-31,d_943,2025_31,Thursday,4,7,2025,,,,,0,0,0,84.2,3.12,311.75,4.23
2025-08-01,d_944,2025_31,Friday,5,8,2025,,,,,0,1,1,87.6,3.22,311.52,4.2
2025-08-02,d_945,2025_31,Saturday,6,8,2025,,,,,0,1,1,82.8,3.27,312.5,4.12
2025-08-03,d_946,2025_31,Sunday,7,8,2025,,,,,0,1,1,79.4,3.24,312.44,4.23
2025-08-04,d_947,2025_32,Monday,1,8,2025,,,,,0,1,1,82.6,3.33,312.24,4.22
2025-08-05,d_948,2025_32,Tuesday,2,8,2025,,,,,0,1,1,66.1,3.11,312.83,4.19
2025-08-06,d_949,2025_32,Wednesday,3,8,2025,,,,,0,1,1,82.4,3.06,311.99,4.17
2025-08-07,d_950,2025_32,Thursday,4,8,2025,,,,,0,1,1,62.0,3.08,313.29,4.17
2025-08-08,d_951,2025_32,Friday,5,8,2025,,,,,0,0,0,71.4,3.21,312.01,4.15
2025-08-09,d_952,2025_32,Saturday,6,8,2025,,,,,0,0,0,82.1,3.19,312.22,4.19
2025-08-10,d_953,2025_32,Sunday,7,8,2025,,,,,0,0,0,82.0,3.15,311.98,4.16
2025-08-11,d_954,2025_33,Monday,1,8,2025,,,,,0,0,0,73.5,3.05,312.3,4.11
2025-08-12,d_955,2025_33,Tuesday,2,8,2025,,,,,0,0,0,75.5,3.19,312.51,4.1
2025-08-13,d_956,2025_33,Wednesday,3,8,2025,,,,,0,0,0,85.7,3.03,312.14,4.12
2025-08-14,d_957,2025_33,Thursday,4,8,2025,,,,,0,0,0,76.2,3.21,312.92,4.16
2025-08-15,d_958,2025_33,Friday,5,8,2025,,,SummerFestival,Cultural,0,0,0,89.6,3.34,312.32,4.15
2025-08-16,d_959,2025_33,Saturday,6,8,2025,,,,,0,0,0,78.1,3.14,312.35,4.16
2025-08-17,d_960,2025_33,Sunday,7,8,2025,,,,,0,0,0,79.9,3.15,311.9,4.18
2025-08-18,d_961,2025_34,Monday,1,8,2025,,,,,0,0,0,85.7,3.06,312.45,4.12
2025-08-19,d_962,2025_34,Tuesday,2,8,2025,,,,,0,0,0,78.0,2.95,312.24,4.22
2025-08-20,d_963,2025_34,Wednesday,3,8,2025,,,,,0,0,0,72.0,3.04,312.07,4.14
2025-08-21,d_964,2025_34,Thursday,4,8,2025,,,,,0,0,0,76.2,2.99,312.02,4.13
2025-08-22,d_965,2025_34,Friday,5,8,2025,,,,,0,0,0,76.3,2.96,313.42,4.17
2025-08-23,d_966,2025_34,Saturday,6,8,2025,,,,,0,0,0,69.4,3.21,312.26,4.06
2025-08-24,d_967,2025_34,Sunday,7,8,2025,,,,,0,0,0,74.7,3.08,311.81,4.11
2025-08-25,d_968,2025_35,Monday,1,8,2025,,,,,0,0,0,72.0,3.09,312.13,4.2
2025-08-26,d_969,2025_35,Tuesday,2,8,2025,,,,,0,0,0,80.0,3.03,312.4,4.06
2025-08-27,d_970,2025_35,Wednesday,3,8,2025,,,,,0,0,0,75.3,3.03,312.66,4.21
2025-08-28,d_971,2025_35,Thursday,4,8,2025,,,,,0,0,0,73.4,3.12,312.68,4.23
2025-08-29,d_972,2025_35,Friday,5,8,2025,,,,,0,0,0,74.0,3.03,312.75,4.13
2025-08-30,d_973,2025_35,Saturday,6,8,2025,,,,,0,0,0,75.4,3.07,312.24,4.17
2025-08-31,d_974,2025_35,Sunday,7,8,2025,,,,,0,0,0,77.0,3.01,312.65,4.21
2025-09-01,d_975,2025_36,Monday,1,9,2025,,,,,1,1,1,68.7,2.99,312.18,4.13
2025-09-02,d_976,2025_36,Tuesday,2,9,2025,,,,,1,1,1,68.2,2.9,312.3,4.2
2025-09-03,d_977,2025_36,Wednesday,3,9,2025,,,,,1,1,1,78.6,2.85,312.2,4.12
2025-09-04,d_978,2025_36,Thursday,4,9,2025,,,,,1,1,1,70.7,2.98,312.11,4.13
2025-09-05,d_979,2025_36,Friday,5,9,2025,,,,,1,1,1,65.4,3.0,313.03,4.12
2025-09-06,d_980,2025_36,Saturday,6,9,2025,,,,,1,1,1,74.4,2.89,312.9,4.18
2025-09-07,d_981,2025_36,Sunday,7,9,2025,,,,,1,1,1,74.2,2.99,313.03,4.22
2025-09-08,d_982,2025_37,Monday,1,9,2025,,,,,0,0,0,63.9,2.99,312.67,4.15
2025-09-09,d_983,2025_37,Tuesday,2,9,2025,,,,,0,0,0,72.4,2.81,312.99,4.1
2025-09-10,d_984,2025_37,Wednesday,3,9,2025,,,,,0,0,0,74.6,2.9,311.99,4.11
2025-09-11,d_985,2025_37,Thursday,4,9,2025,,,,,0,0,0,72.5,3.0,313.06,4.18
2025-09-12,d_986,2025_37,Friday,5,9,2025,,,,,0,0,0,73.5,3.0,312.8,4.26
2025-09-13,d_987,2025_37,Saturday,6,9,2025,,,,,0,0,0,63.0,2.87,313.0,4.19
2025-09-14,d_988,2025_37,Sunday,7,9,2025,,,,,0,0,0,71.4,2.97,312.92,4.15
2025-09-15,d_989,2025_38,Monday,1,9,2025,,,,,0,0,0,67.9,3.04,312.39,4.21
2025-09-16,d_990,2025_38,Tuesday,2,9,2025,,,,,0,0,0,66.7,3.01,312.2,4.16
2025-09-17,d_991,2025_38,Wednesday,3,9,2025,,,,,0,0,0,73.2,2.94,312.54,4.16
2025-09-18,d_992,2025_38,Thursday,4,9,2025,,,,,0,0,0,75.9,2.9,313.06,4.13
2025-09-19,d_993,2025_38,Friday,5,9,2025,,,,,0,0,0,77.2,2.89,313.13,4.25
2025-09-20,d_994,2025_38,Saturday,6,9,2025,,,,,0,0,0,74.5,2.97,312.33,4.05
2025-09-21,d_995,2025_38,Sunday,7,9,2025,,,,,0,0,0,67.0,2.95,312.5,4.22
2025-09-22,d_996,2025_39,Monday,1,9,2025,,,,,0,0,0,69.0,2.98,312.62,4.16
2025-09-23,d_997,2025_39,Tuesday,2,9,2025,,,,,0,0,0,70.8,2.93,312.79,4.17
2025-09-24,d_998,2025_39,Wednesday,3,9,2025,,,,,0,0,0,67.3,2.98,312.4,4.27
2025-09-25,d_999,2025_39,Thursday,4,9,2025,,,,,0,0,0,67.0,2.92,312.4,4.16
2025-09-26,d_1000,2025_39,Friday,5,9,2025,,,,,0,0,0,70.1,2.97,312.65,4.16
2025-09-27,d_1001,2025_39,Saturday,6,9,2025,,,,,0,0,0,65.4,2.98,313.03,4.19
2025-09-28,d_1002,2025_39,Sunday,7,9,2025,,,,,0,0,0,61.8,2.84,312.55,4.22
2025-09-29,d_1003,2025_40,Monday,1,9,2025,,,,,0,0,0,63.0,2.76,312.99,4.18
2025-09-30,d_1004,2025_40,Tuesday,2,9,2025,,,,,0,0,0,68.0,3.02,313.48,4.13
2025-10-01,d_1005,2025_40,Wednesday,3,10,2025,,,,,1,1,1,64.5,2.92,312.55,4.16
2025-10-02,d_1006,2025_40,Thursday,4,10,2025,,,,,1,1,1,65.9,2.76,313.01,4.27
2025-10-03,d_1007,2025_40,Friday,5,10,2025,,,,,1,1,1,67.2,2.83,313.52,4.22
2025-10-04,d_1008,2025_40,Saturday,6,10,2025,,,,,1,1,1,61.7,2.95,312.96,4.24
2025-10-05,d_1009,2025_40,Sunday,7,10,2025,,,,,1,1,1,67.1,2.86,312.91,4.21
2025-10-06,d_1010,2025_41,Monday,1,10,2025,,,,,1,1,1,64.9,2.84,313.63,4.19
2025-10-07,d_1011,2025_41,Tuesday,2,10,2025,,,,,1,1,1,56.5,2.99,313.06,4.31
2025-10-08,d_1012,2025_41,Wednesday,3,10,2025,,,,,0,0,0,69.6,2.79,313.64,4.22
2025-10-09,d_1013,2025_41,Thursday,4,10,2025,,,,,0,0,0,59.6,2.81,313.39,4.21
2025-10-10,d_1014,2025_41,Friday,5,10,2025,,,,,0,0,0,53.5,2.89,313.1,4.29
2025-10-11,d_1015,2025_41,Saturday,6,10,2025,,,,,0,0,0,56.3,2.9,313.44,4.2
2025-10-12,d_1016,2025_41,Sunday,7,10,2025,,,,,0,0,0,56.1,2.91,313.4,4.21
2025-10-13,d_1017,2025_42,Monday,1,10,2025,,,,,0,0,0,61.2,2.94,313.7,4.24
2025-10-14,d_1018,2025_42,Tuesday,2,10,2025,,,,,0,0,0,59.3,2.88,313.09,4.25
2025-10-15,d_1019,2025_42,Wednesday,3,10,2025,,,,,0,0,0,58.7,2.9,313.34,4.26
2025-10-16,d_1020,2025_42,Thursday,4,10,2025,,,,,0,0,0,63.2,2.84,313.32,4.36
2025-10-17,d_1021,2025_42,Friday,5,10,2025,,,,,0,0,0,61.5,2.87,313.64,4.27
2025-10-18,d_1022,2025_42,Saturday,6,10,2025,,,,,0,0,0,61.1,2.87,312.97,4.14
2025-10-19,d_1023,2025_42,Sunday,7,10,2025,,,,,0,0,0,61.3,2.87,313.8,4.28
